GEOID,pop_2023,south_of_i30,bates_typology_v21,tif_present,oz_designated,in_pid,vendor_share_5mi,real_gent_signal,demo_change_real,vuln_index,cip_total_usd,cip_per_cap,pid_annual_budget,pid_per_cap,l3_tool_any,l4_pressure_proxy,l5_vendor_share,L1_cip_norm,L2_pid_norm,L3_tool_norm,L4_pressure_norm,L5_vendor_norm,capital_stack_score
48113009301,5267.0,1,Stable,0,0,0,0.0106183393935664,0,0,0.6702870834018686,1558457.0,295.89082969432314,0.0,0.0,0,0,0.0106183393935664,0.020091549735662368,0.0,0.0,0.0,0.05317441003819096,0.014653191954770666
48113009304,9059.0,1,Early: Type 1,0,0,0,0.0106183393935664,1,1,0.6515651209820629,8515000.0,939.9492217684071,0.0,0.0,0,1,0.0106183393935664,0.06382433871866429,0.0,0.0,1.0,0.05317441003819096,0.22339974975137106
48113008500,3637.0,0,Susceptible,0,0,0,0.0190773101471059,0,0,0.3160269455547574,1523479.0,418.88342040142976,0.0,0.0,0,0,0.0190773101471059,0.028442980416574774,0.0,0.0,0.0,0.09553515616599949,0.02479562731651485
48113008604,2573.0,1,Early: Type 2,0,0,0,0.059184769983306,1,0,0.6130770979844209,0.0,0.0,0.0,0.0,0,1,0.059184769983306,0.0,0.0,0.0,1.0,0.29638487813029896,0.2592769756260598
48113008701,5320.0,1,Susceptible,0,0,0,0.0297857692139658,0,1,0.7554694197220981,30000.0,5.639097744360902,0.0,0.0,0,1,0.0297857692139658,0.0003829054550698103,0.0,0.0,1.0,0.14916086657071667,0.22990875440515732
48113008704,4649.0,1,Susceptible,0,0,0,0.0297857692139658,0,1,0.7610406138720608,3030000.0,651.7530651753066,0.0,0.0,0,1,0.0297857692139658,0.044255271911832754,0.0,0.0,1.0,0.14916086657071667,0.2386832276965099
48113008801,2721.0,1,Early: Type 2,0,0,0,0.1230513532274421,0,1,0.5285143255958366,1000000.0,367.5119441381845,0.0,0.0,0,1,0.1230513532274421,0.024954759536584478,0.0,0.0,1.0,0.6162152922174217,0.32823401035080124
48113009802,5776.0,0,Early: Type 2,0,0,0,0.083355830204734,1,0,0.4983131292678903,600000.0,103.8781163434903,0.0,0.0,0,1,0.083355830204734,0.007053521540759664,0.0,0.0,1.0,0.4174284631611904,0.28489639694039004
48113009104,3477.0,1,Stable,0,0,0,0.0106565819909942,1,1,0.4302339231482989,0.0,0.0,0.0,0.0,0,1,0.0106565819909942,0.0,0.0,0.0,1.0,0.053365920921501345,0.21067318418430028
48113018144,4790.0,0,Historic Loss,0,0,0,0.0040528178626727,0,0,-0.4481750453503997,0.0,0.0,0.0,0.0,0,0,0.0040528178626727,0.0,0.0,0.0,0.0,0.02029565931660058,0.004059131863320116
